Period,Battery,PV,PV with PPA,Cogen plant
2020,0.55,0.3,2.26,0.0
2025,1.25,0.3,2.26,8.77
2030,2.17,1.41,2.26,8.77
2035,1.91,1.57,2.26,8.77
