Period,Battery,PV,PV with PPA,Cogen plant
2020,0.47,0.3,1.06,0.0
2025,1.46,5.3,5.0,0.0
2030,1.98,10.3,5.0,5.49
2035,1.75,12.0,5.0,7.4
