Period,Battery,PV,PV with PPA,Cogen plant
2020,0.67,0.3,1.86,0.0
2025,0.95,0.3,1.86,9.93
2030,2.62,2.44,1.86,9.93
2035,2.58,3.85,1.86,9.93
