Period,Battery,PV,PV with PPA,Cogen plant
2020,0.65,0.3,1.75,0.0
2025,0.9,0.3,1.75,8.65
2030,2.04,1.73,1.75,8.65
2035,1.9,2.06,1.75,8.65
