Period,Battery,PV,PV with PPA,Cogen plant
2020,0.51,0.3,4.29,0.0
2025,1.95,0.3,4.29,9.5
2030,2.6,0.3,4.29,9.5
2035,2.1,0.27,4.29,9.5
