Period,Battery,PV,PV with PPA,Cogen plant
2020,0.58,0.3,2.15,0.0
2025,1.2,0.3,2.15,9.32
2030,2.38,1.82,2.15,9.32
2035,2.21,2.51,2.15,9.32
