Period,Battery,PV,PV with PPA,Cogen plant
2020,0.66,0.3,1.79,0.0
2025,0.92,0.3,1.79,9.76
2030,2.45,2.27,1.79,9.76
2035,2.68,3.9,1.79,9.76
