Period,Battery,PV,PV with PPA,Cogen plant
2020,0.67,0.3,1.86,0.0
2025,0.95,0.3,1.86,9.75
2030,2.41,2.15,1.86,9.75
2035,2.62,3.81,1.86,9.75
