Period,Battery,PV,PV with PPA,Cogen plant
2020,0.5,0.3,4.22,0.0
2025,1.71,0.3,4.22,9.95
2030,2.75,0.3,4.22,10.0
2035,2.46,0.0,4.22,10.0
