Period,Battery,PV,PV with PPA,Cogen plant
2020,0.38,0.3,3.27,0.0
2025,1.38,0.3,3.27,9.08
2030,2.22,0.3,3.27,9.2
2035,1.97,0.0,3.27,9.2
