Period,Battery,PV,PV with PPA,Cogen plant
2020,0.36,0.3,3.46,0.0
2025,1.46,0.3,3.46,9.29
2030,2.34,0.3,3.46,9.34
2035,2.07,0.0,3.46,9.34
