Period,Battery,PV,PV with PPA,Cogen plant
2020,0.65,0.3,1.73,0.0
2025,0.85,0.3,1.73,8.54
2030,1.97,1.64,1.73,8.54
2035,2.0,2.26,1.73,8.54
