Period,Battery,PV,PV with PPA,Cogen plant
2020,0.54,0.3,4.41,0.0
2025,1.56,0.3,4.41,9.82
2030,2.46,0.3,4.41,10.0
2035,2.3,0.0,4.41,10.0
