Period,Battery,PV,PV with PPA,Cogen plant
2020,0.35,0.3,3.03,0.0
2025,1.33,0.3,3.03,8.68
2030,2.08,0.3,3.03,8.68
2035,1.81,0.0,3.03,8.68
