Period,Battery,PV,PV with PPA,Cogen plant
2020,0.5,0.3,2.42,0.0
2025,1.37,0.3,2.42,9.42
2030,2.44,1.64,2.42,9.42
2035,2.16,2.2,2.42,9.42
