Period,Battery,PV,PV with PPA,Cogen plant
2020,0.65,0.3,1.93,0.0
2025,1.04,0.3,1.93,8.66
2030,2.02,1.53,1.93,8.66
2035,1.87,1.94,1.93,8.66
