Period,Battery,PV,PV with PPA,Cogen plant
2020,0.57,0.3,1.43,0.0
2025,0.72,0.3,1.43,9.67
2030,2.34,2.48,1.43,9.67
2035,2.61,4.18,1.43,9.67
