Period,Battery,PV,PV with PPA,Cogen plant
2020,0.48,0.3,1.04,0.0
2025,1.31,3.06,5.0,0.0
2030,1.78,8.06,5.0,5.35
2035,1.51,9.76,5.0,7.2
