Period,Battery,PV,PV with PPA,Cogen plant
2020,0.66,0.3,4.97,0.0
2025,1.38,5.13,5.0,0.0
2030,2.07,10.13,5.0,5.29
2035,1.85,11.83,5.0,6.85
