Period,Battery,PV,PV with PPA,Cogen plant
2020,0.5,0.3,1.16,0.0
2025,1.49,5.3,5.0,0.0
2030,1.93,10.3,5.0,5.57
2035,1.72,12.0,5.0,7.69
