Period,Battery,PV,PV with PPA,Cogen plant
2020,0.4,0.3,3.6,0.0
2025,1.44,0.3,3.6,9.4
2030,2.41,0.3,3.6,9.79
2035,2.17,0.0,3.6,10.0
