Period,Battery,PV,PV with PPA,Cogen plant
2020,0.4,0.3,3.73,0.0
2025,1.66,0.3,3.73,9.36
2030,2.42,0.3,3.73,9.36
2035,2.06,0.0,3.73,9.36
