Period,Battery,PV,PV with PPA,Cogen plant
2020,0.48,0.3,1.04,0.0
2025,0.8,0.3,5.0,0.0
2030,1.13,0.3,5.0,4.94
2035,0.96,0.0,5.0,6.24
