Period,Battery,PV,PV with PPA,Cogen plant
2020,0.43,0.3,2.58,0.0
2025,1.42,0.3,2.58,8.86
2030,2.23,1.17,2.58,8.86
2035,1.86,1.12,2.58,8.86
