Period,Battery,PV,PV with PPA,Cogen plant
2020,0.62,0.3,4.77,0.0
2025,1.63,0.3,4.77,9.84
2030,2.46,0.3,4.77,10.0
2035,2.34,0.0,4.77,10.0
