Period,Battery,PV,PV with PPA,Cogen plant
2020,0.44,0.3,3.93,0.0
2025,1.89,0.3,3.93,9.46
2030,2.51,0.3,3.93,9.46
2035,2.08,0.51,3.93,9.46
