Period,Battery,PV,PV with PPA,Cogen plant
2020,0.37,0.3,3.13,0.0
2025,1.33,0.3,3.13,8.67
2030,2.09,0.3,3.13,8.67
2035,1.82,0.0,3.13,8.67
