Period,Battery,PV,PV with PPA,Cogen plant
2020,0.5,0.3,4.21,0.0
2025,0.75,0.3,5.0,0.0
2030,1.21,0.3,5.0,5.14
2035,1.06,0.0,5.0,6.71
