Period,Battery,PV,PV with PPA,Cogen plant
2020,0.48,0.3,1.04,0.0
2025,1.47,3.84,5.0,0.0
2030,1.86,8.84,5.0,5.47
2035,1.59,10.54,5.0,7.4
