Period,Battery,PV,PV with PPA,Cogen plant
2020,0.61,0.3,1.58,0.0
2025,0.81,0.3,1.58,9.07
2030,2.14,2.05,1.58,9.07
2035,2.28,3.28,1.58,9.07
