Period,Battery,PV,PV with PPA,Cogen plant
2020,0.67,0.3,1.83,0.0
2025,0.94,0.3,1.83,9.85
2030,2.55,2.39,1.83,9.85
2035,2.67,3.86,1.83,9.85
