Period,Battery,PV,PV with PPA,Cogen plant
2020,0.67,0.3,1.82,0.0
2025,0.94,0.3,1.82,9.25
2030,2.32,2.07,1.82,9.25
2035,2.28,2.97,1.82,9.25
