Period,Battery,PV,PV with PPA,Cogen plant
2020,0.36,0.3,3.12,0.0
2025,1.41,0.3,3.12,8.75
2030,2.15,0.3,3.12,8.75
2035,1.85,0.0,3.12,8.75
