Period,Battery,PV,PV with PPA,Cogen plant
2020,0.48,0.3,1.04,0.0
2025,1.09,2.03,5.0,0.0
2030,1.69,7.03,5.0,5.25
2035,1.46,8.73,5.0,6.95
