Period,Battery,PV,PV with PPA,Cogen plant
2020,0.52,0.3,2.37,0.0
2025,0.84,0.3,5.0,0.0
2030,1.11,0.3,5.0,5.09
2035,0.96,0.0,5.0,5.68
