Period,Battery,PV,PV with PPA,Cogen plant
2020,0.51,0.3,1.2,0.0
2025,1.42,4.36,5.0,0.0
2030,1.85,9.36,5.0,5.34
2035,1.61,11.06,5.0,7.22
