Period,Battery,PV,PV with PPA,Cogen plant
2020,0.64,0.3,1.98,0.0
2025,1.03,0.3,1.98,9.91
2030,2.55,2.23,1.98,9.91
2035,2.57,3.36,1.98,9.91
