Period,Battery,PV,PV with PPA,Cogen plant
2020,0.32,0.3,3.35,0.0
2025,1.46,0.3,3.35,8.76
2030,2.16,0.3,3.35,8.76
2035,1.84,0.0,3.35,8.76
