Period,Battery,PV,PV with PPA,Cogen plant
2020,0.65,0.3,1.95,0.0
2025,1.46,5.3,5.0,0.0
2030,1.87,10.3,5.0,5.63
2035,1.73,12.0,5.0,6.82
