Period,Battery,PV,PV with PPA,Cogen plant
2020,0.64,0.3,1.97,0.0
2025,1.02,0.3,1.97,9.93
2030,2.59,2.3,1.97,9.93
2035,2.58,3.69,1.97,9.93
