Period,Battery,PV,PV with PPA,Cogen plant
2020,0.5,0.3,4.22,0.0
2025,1.88,0.3,4.22,9.44
2030,2.53,0.3,4.22,9.44
2035,2.11,0.0,4.22,9.44
