Period,Battery,PV,PV with PPA,Cogen plant
2020,0.52,0.3,4.31,0.0
2025,2.0,0.3,4.31,9.05
2030,2.41,0.3,4.31,9.05
2035,1.89,0.0,4.31,9.05
