Period,Battery,PV,PV with PPA,Cogen plant
2020,0.66,0.3,1.8,0.0
2025,0.93,0.3,1.8,9.18
2030,2.24,1.97,1.8,9.18
2035,2.29,2.94,1.8,9.18
