Period,Battery,PV,PV with PPA,Cogen plant
2020,0.47,0.3,1.06,0.0
2025,0.77,0.3,5.0,0.0
2030,1.13,0.3,5.0,4.85
2035,0.99,0.0,5.0,6.27
