Period,Battery,PV,PV with PPA,Cogen plant
2020,0.55,0.3,2.27,0.0
2025,1.25,0.3,2.27,8.77
2030,2.13,1.34,2.27,8.77
2035,1.88,1.38,2.27,8.77
