Period,Battery,PV,PV with PPA,Cogen plant
2020,0.4,0.3,3.73,0.0
2025,1.42,4.13,5.0,0.0
2030,1.82,9.13,5.0,5.56
2035,1.54,10.83,5.0,7.08
