Period,Battery,PV,PV with PPA,Cogen plant
2020,0.58,0.3,2.15,0.0
2025,1.2,0.3,2.15,9.31
2030,2.33,1.75,2.15,9.31
2035,2.23,2.34,2.15,9.31
