Period,Battery,PV,PV with PPA,Cogen plant
2020,0.48,0.3,2.47,0.0
2025,0.81,0.3,5.0,0.0
2030,1.17,0.3,5.0,5.36
2035,1.01,0.0,5.0,6.1
