Period,Battery,PV,PV with PPA,Cogen plant
2020,0.58,0.3,2.15,0.0
2025,1.49,5.3,5.0,0.0
2030,1.91,10.3,5.0,5.74
2035,1.75,12.0,5.0,7.0
