Period,Battery,PV,PV with PPA,Cogen plant
2020,0.54,0.3,4.41,0.0
2025,1.91,0.3,4.41,9.5
2030,2.6,0.3,4.41,9.5
2035,2.1,0.0,4.41,9.5
