Period,Battery,PV,PV with PPA,Cogen plant
2020,0.35,0.3,2.93,0.0
2025,1.27,0.3,2.93,8.61
2030,2.01,0.3,2.93,8.61
2035,1.77,0.0,2.93,8.61
