Period,Battery,PV,PV with PPA,Cogen plant
2020,0.38,0.3,3.67,0.0
2025,1.46,5.15,5.0,0.0
2030,1.94,10.15,5.0,5.68
2035,1.69,11.85,5.0,7.28
