Period,Battery,PV,PV with PPA,Cogen plant
2020,0.54,0.3,2.3,0.0
2025,0.83,0.3,5.0,0.0
2030,1.17,0.3,5.0,5.37
2035,1.03,0.0,5.0,6.28
