Period,Battery,PV,PV with PPA,Cogen plant
2020,0.41,0.3,3.74,0.0
2025,1.4,3.39,5.0,0.0
2030,1.75,8.39,5.0,5.43
2035,1.43,10.09,5.0,6.92
