Period,Battery,PV,PV with PPA,Cogen plant
2020,0.66,0.3,1.91,0.0
2025,1.0,0.3,1.91,9.18
2030,2.22,1.83,1.91,9.18
2035,2.3,2.77,1.91,9.18
