Period,Battery,PV,PV with PPA,Cogen plant
2020,0.68,0.3,1.85,0.0
2025,0.97,0.3,1.85,8.71
2030,2.08,1.7,1.85,8.71
2035,1.96,2.02,1.85,8.71
