Period,Battery,PV,PV with PPA,Cogen plant
2020,0.4,0.3,3.74,0.0
2025,1.51,0.3,3.74,9.51
2030,2.51,0.3,3.74,9.96
2035,2.25,0.0,3.74,10.0
