Period,Battery,PV,PV with PPA,Cogen plant
2020,0.56,0.3,2.23,0.0
2025,1.46,5.3,5.0,0.0
2030,1.98,10.3,5.0,5.55
2035,1.81,12.0,5.0,6.75
