Period,Battery,PV,PV with PPA,Cogen plant
2020,0.52,0.3,2.36,0.0
2025,1.49,5.3,5.0,0.0
2030,1.91,10.3,5.0,5.65
2035,1.73,12.0,5.0,6.97
